id,schedule_id,link_id,flight_date,airline_id,flight_number,arr_dep_code,flight_type_code,registration_number,aircraft_id,int_dom_code,total_passengers_count,total_c_passengers_count,total_y_passengers_count,bag_weight,cargo_weight,seats,parking,terminal,ori_dest_airport_id,station_airport_id,mail_weight
1120180501316,1,NULL,2018-05-01 07:40:00.000000,285,316,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,1854,107,340
1120180518779,1,NULL,2018-05-18 11:00:00.000000,285,779,D,J,NULL,52,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,580,107,NULL
112018050146,1,NULL,2018-05-01 07:45:00.000000,285,46,A,J,URPSB,225,D,140,40,100,4200,3200,145,NULL,D,65,107,340
1120180501612,1,NULL,2018-05-01 07:50:00.000000,285,612,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,1517,107,340
1120180501946,1,NULL,2018-05-01 07:50:00.000000,285,946,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,1741,107,340
1120180501344,1,NULL,2018-05-01 07:55:00.000000,285,344,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,1390,107,340
1120180501722,1,NULL,2018-05-01 07:55:00.000000,285,722,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,1405,107,340
1120180501174,1,NULL,2018-05-01 07:55:00.000000,285,174,A,J,URPSB,48,I,140,40,100,4200,3200,145,2,D,249,107,340
112018050172,1,NULL,2018-05-01 08:00:00.000000,285,72,A,J,URPSB,214,I,140,40,100,4200,3200,145,2,D,42,107,340
112018050124,1,NULL,2018-05-01 08:00:00.000000,285,24,A,J,URPSB,52,D,140,40,100,4200,3200,145,NULL,D,31,107,340
112018050156,1,NULL,2018-05-01 08:00:00.000000,285,56,A,J,URPSB,53,I,140,40,100,4200,3200,145,2,D,89,107,340
1120180501164,1,NULL,2018-05-01 08:00:00.000000,285,164,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,653,107,340
1120180501716,1,NULL,2018-05-01 08:05:00.000000,285,716,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,1412,107,340
1120180501894,1,NULL,2018-05-01 08:05:00.000000,285,894,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,1516,107,340
1120180501926,1,NULL,2018-05-01 08:05:00.000000,285,926,A,J,URPSB,214,I,140,40,100,4200,3200,145,2,D,3200,107,340
1120180501374,1,NULL,2018-05-01 08:10:00.000000,285,374,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,1753,107,340
112018050134,1,NULL,2018-05-01 08:10:00.000000,285,34,A,J,URPSB,52,D,140,40,100,4200,3200,145,NULL,D,100,107,340
112018050182,1,NULL,2018-05-01 08:15:00.000000,285,82,A,J,URPSB,214,D,140,40,100,4200,3200,145,NULL,D,112,107,340
112018050142,1,NULL,2018-05-01 08:15:00.000000,285,42,A,J,URPSB,214,I,140,40,100,4200,3200,145,2,D,46,107,340
1120180501810,1,NULL,2018-05-01 08:20:00.000000,285,810,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,218,107,340
1120180501184,1,NULL,2018-05-01 08:25:00.000000,285,184,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,3055,107,340
1120180501898,1,NULL,2018-05-01 08:25:00.000000,285,898,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,667,107,340
1120180501844,1,NULL,2018-05-01 08:25:00.000000,285,844,A,J,URPSB,214,I,140,40,100,4200,3200,145,2,D,3001,107,340
1120180501804,1,NULL,2018-05-01 08:30:00.000000,285,804,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,3190,107,340
1120180501288,1,NULL,2018-05-01 08:35:00.000000,285,288,A,J,URPSB,89,I,140,40,100,4200,3200,145,2,D,1460,107,340
1120180501538,1,NULL,2018-05-01 08:35:00.000000,285,538,A,J,URPSB,53,I,140,40,100,4200,3200,145,2,D,2586,107,340
1120180501778,1,NULL,2018-05-01 08:40:00.000000,285,778,A,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,580,107,340
1120180501185,1,NULL,2018-05-01 09:20:00.000000,285,185,D,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,420,107,340
1120180501177,1,NULL,2018-05-01 09:25:00.000000,285,177,D,J,URPSB,53,I,140,40,100,4200,3200,145,2,D,3055,107,340
1120180501423,1,NULL,2018-05-01 09:25:00.000000,285,423,D,J,URPSB,52,I,140,40,100,4200,3200,145,2,D,2107,107,340
1120180501845,1,NULL,2018-05-01 09:25:00.000000,285,845,D,J,URPSC,214,I,140,40,100,4200,3200,145,2,D,3001,107,340
1120180501151,1,NULL,2018-05-01 09:30:00.000000,285,151,D,J,URPSC,214,I,140,40,100,4200,3200,145,2,D,327,107,340
1120180501171,1,NULL,2018-05-01 09:30:00.000000,285,171,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,249,107,340
1120180501130,1,NULL,2018-05-01 09:35:00.000000,285,130,A,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,467,107,340
1120180501807,1,NULL,2018-05-01 09:45:00.000000,285,807,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,218,107,340
1120180501415,1,NULL,2018-05-01 09:45:00.000000,285,415,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,2134,107,340
112018050157,1,NULL,2018-05-01 09:50:00.000000,285,57,D,J,URPSC,214,I,140,40,100,4200,3200,145,2,D,89,107,340
1120180501101,1,NULL,2018-05-01 09:50:00.000000,285,101,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,2808,107,340
1120180501127,1,NULL,2018-05-01 09:55:00.000000,285,127,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,467,107,340
1120180501775,1,NULL,2018-05-01 09:55:00.000000,285,775,D,J,URPSC,89,I,140,40,100,4200,3200,145,2,D,580,107,340
1120180501991,1,NULL,2018-05-01 09:55:00.000000,285,991,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,1704,107,340
1120180501111,1,NULL,2018-05-01 10:00:00.000000,285,111,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,1951,107,340
1120180501305,1,NULL,2018-05-01 10:05:00.000000,285,305,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,1821,107,340
11201805015334,1,NULL,2018-05-01 10:10:00.000000,285,5334,A,C,URPSC,53,I,140,40,100,4200,3200,145,2,D,1404,107,340
1120180501341,1,NULL,2018-05-01 10:15:00.000000,285,341,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,1390,107,340
1120180501889,1,NULL,2018-05-01 10:15:00.000000,285,889,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,1516,107,340
1120180501371,1,NULL,2018-05-01 10:20:00.000000,285,371,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,1753,107,340
112018050125,1,NULL,2018-05-01 10:25:00.000000,285,25,D,J,URPSC,48,D,140,40,100,4200,3200,145,NULL,D,31,107,340
1120180501471,1,NULL,2018-05-01 10:30:00.000000,285,471,D,J,URPSC,214,I,140,40,100,4200,3200,145,2,D,2832,107,340
112018050149,1,NULL,2018-05-01 10:30:00.000000,285,49,D,J,URPSC,225,D,140,40,100,4200,3200,145,NULL,D,65,107,340
112018050135,1,NULL,2018-05-01 10:35:00.000000,285,35,D,J,URPSC,53,D,140,40,100,4200,3200,145,NULL,D,100,107,340
112018050187,1,NULL,2018-05-01 10:35:00.000000,285,87,D,J,URPSC,225,D,140,40,100,4200,3200,145,NULL,D,114,107,340
1120180501311,1,NULL,2018-05-01 10:40:00.000000,285,311,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,1866,107,340
1120180501485,1,NULL,2018-05-01 10:45:00.000000,285,485,D,J,URPSC,214,I,140,40,100,4200,3200,145,2,D,2839,107,340
1120180501353,1,NULL,2018-05-01 10:50:00.000000,285,353,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,2335,107,340
1120180501613,1,NULL,2018-05-01 10:50:00.000000,285,613,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,1517,107,340
112018050179,1,NULL,2018-05-01 10:50:00.000000,285,79,D,J,URPSC,225,D,140,40,100,4200,3200,145,NULL,D,112,107,340
1120180501145,1,NULL,2018-05-01 10:55:00.000000,285,145,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,1769,107,340
1120180501411,1,NULL,2018-05-01 11:00:00.000000,285,411,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,2090,107,340
1120180501401,1,NULL,2018-05-01 11:10:00.000000,285,401,D,J,URPSC,52,I,140,40,100,4200,3200,145,2,D,2083,107,340
1120180518401,1,NULL,2018-05-18 11:10:00.000000,285,401,D,J,NULL,52,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,2083,107,NULL
1120180501287,1,NULL,2018-05-01 10:25:00.000000,285,287,D,J,URPSC,89,I,140,40,100,4200,3200,145,2,D,1460,107,340
1120180501231,1,NULL,2018-05-01 11:35:00.000000,285,231,D,J,A6T7N,94,I,140,40,100,4200,3200,145,2,D,990,107,340
1120180501515,1,NULL,2018-05-01 12:00:00.000000,285,515,D,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,1758,107,340
11201805015612,1,NULL,2018-05-01 12:10:00.000000,285,5612,A,C,A6T7N,52,I,140,40,100,4200,3200,145,2,D,1404,107,340
1120180501713,1,NULL,2018-05-01 12:40:00.000000,285,713,D,J,A6T7N,48,I,140,40,100,4200,3200,145,2,D,1412,107,340
11201805015673,1,NULL,2018-05-01 12:45:00.000000,285,5673,D,C,A6T7N,53,I,140,40,100,4200,3200,145,2,D,2312,107,340
1120180501186,1,NULL,2018-05-01 13:10:00.000000,285,186,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,420,107,340
1120180501813,1,NULL,2018-05-01 14:10:00.000000,285,813,D,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,2887,107,340
1120180501801,1,NULL,2018-05-01 14:50:00.000000,285,801,D,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,3190,107,340
1120180501232,1,NULL,2018-05-01 16:40:00.000000,285,232,A,J,A6T7N,89,I,140,40,100,4200,3200,145,2,D,990,107,340
1120180501472,1,NULL,2018-05-01 17:00:00.000000,285,472,A,J,A6T7N,214,I,140,40,100,4200,3200,145,2,D,2832,107,340
112018050188,1,NULL,2018-05-01 17:00:00.000000,285,88,A,J,A6T7N,225,D,140,40,100,4200,3200,145,NULL,D,114,107,340
1120180501102,1,NULL,2018-05-01 17:05:00.000000,285,102,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,2808,107,340
1120180501306,1,NULL,2018-05-01 17:15:00.000000,285,306,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,1821,107,340
1120180501354,1,NULL,2018-05-01 17:15:00.000000,285,354,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,2335,107,340
1120180501424,1,NULL,2018-05-01 17:20:00.000000,285,424,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,2107,107,340
1120180501312,1,NULL,2018-05-01 17:20:00.000000,285,312,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,1866,107,340
1120180501486,1,NULL,2018-05-01 17:30:00.000000,285,486,A,J,A6T7N,214,I,140,40,100,4200,3200,145,2,D,2839,107,340
1120180501614,1,NULL,2018-05-01 17:30:00.000000,285,614,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,1517,107,340
1120180501112,1,NULL,2018-05-01 17:40:00.000000,285,112,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,1951,107,340
1120180501714,1,NULL,2018-05-01 17:40:00.000000,285,714,A,J,A6T7N,48,I,140,40,100,4200,3200,145,2,D,1412,107,340
1120180501776,1,NULL,2018-05-01 17:45:00.000000,285,776,A,J,A6T7N,89,I,140,40,100,4200,3200,145,2,D,580,107,340
1120180501342,1,NULL,2018-05-01 17:45:00.000000,285,342,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,1390,107,340
1120180501146,1,NULL,2018-05-01 17:50:00.000000,285,146,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,1769,107,340
1120180501402,1,NULL,2018-05-01 17:50:00.000000,285,402,A,J,A6T7N,52,I,140,40,100,4200,3200,145,2,D,2083,107,340
112018050158,1,NULL,2018-05-01 17:55:00.000000,285,58,A,J,A6T7N,214,I,140,40,100,4200,3200,145,2,D,89,107,340
112018050180,1,NULL,2018-05-01 17:55:00.000000,285,80,A,J,A6T7N,225,D,189,89,100,5670,4670,194,NULL,D,112,107,389
1120180501992,1,NULL,2018-05-01 18:00:00.000000,285,992,A,J,A6T7N,52,I,189,89,100,5670,4670,194,2,D,1704,107,389
112018050126,1,NULL,2018-05-01 18:00:00.000000,285,26,A,J,A6T7N,48,D,189,89,100,5670,4670,194,NULL,D,31,107,389
1120180501128,1,NULL,2018-05-01 18:05:00.000000,285,128,A,J,A6T7N,52,I,189,89,100,5670,4670,194,2,D,467,107,389
1120180501416,1,NULL,2018-05-01 18:05:00.000000,285,416,A,J,A6T7N,52,I,189,89,100,5670,4670,194,2,D,2134,107,389
112018050150,1,NULL,2018-05-01 18:10:00.000000,285,50,A,J,A6T7N,225,D,189,89,100,5670,4670,194,NULL,D,65,107,389
1120180501412,1,NULL,2018-05-01 18:10:00.000000,285,412,A,J,PSART,52,I,189,89,100,5670,4670,194,2,D,2090,107,389
1120180501178,1,NULL,2018-05-01 18:15:00.000000,285,178,A,J,PSART,53,I,189,89,100,5670,4670,194,2,D,3055,107,389
1120180501152,1,NULL,2018-05-01 18:15:00.000000,285,152,A,J,PSART,214,I,189,89,100,5670,4670,194,2,D,327,107,389
1120180501808,1,NULL,2018-05-01 18:15:00.000000,285,808,A,J,PSART,52,I,189,89,100,5670,4670,194,2,D,218,107,389
112018050136,1,NULL,2018-05-01 18:15:00.000000,285,36,A,J,PSART,53,D,189,89,100,5670,4670,194,NULL,D,100,107,389
1120180501892,1,NULL,2018-05-01 18:25:00.000000,285,892,A,J,PSART,52,I,189,89,100,5670,4670,194,2,D,1516,107,389
1120180501172,1,NULL,2018-05-01 18:25:00.000000,285,172,A,J,PSART,52,I,189,89,100,5670,4670,194,2,D,249,107,389
1120180501814,1,NULL,2018-05-01 18:25:00.000000,285,814,A,J,PSART,52,I,189,89,100,5670,4670,194,2,D,2887,107,389
1120180501846,1,NULL,2018-05-01 18:35:00.000000,285,846,A,J,PSART,214,I,189,89,100,5670,4670,194,2,D,3001,107,389
1120180501516,1,NULL,2018-05-01 18:35:00.000000,285,516,A,J,PSART,52,I,189,89,100,5670,4670,194,2,D,1758,107,389
1120180501802,1,NULL,2018-05-01 18:35:00.000000,285,802,A,J,PSART,52,I,189,89,100,5670,4670,194,2,D,3190,107,389
1120180501533,1,NULL,2018-05-01 19:25:00.000000,285,533,D,J,PSART,53,I,189,89,100,5670,4670,194,2,D,2587,107,389
112018050171,1,NULL,2018-05-01 19:30:00.000000,285,71,D,J,PSART,214,I,189,89,100,5670,4670,194,2,D,42,107,389
1120180501129,1,NULL,2018-05-01 19:30:00.000000,285,129,D,J,PSART,52,I,189,89,100,5670,4670,194,2,D,467,107,389
1120180501715,1,NULL,2018-05-01 19:30:00.000000,285,715,D,J,PSART,52,I,189,89,100,5670,4670,194,2,D,1412,107,389
1120180501777,1,NULL,2018-05-01 19:30:00.000000,285,777,D,J,PSART,89,I,189,89,100,5670,4670,194,2,D,580,107,389
112018050155,1,NULL,2018-05-01 19:35:00.000000,285,55,D,J,PSART,53,I,189,89,100,5670,4670,194,2,D,89,107,389
1120180501183,1,NULL,2018-05-01 19:35:00.000000,285,183,D,J,PSART,52,I,189,89,100,5670,4670,194,2,D,3055,107,389
1120180501893,1,NULL,2018-05-01 19:40:00.000000,285,893,D,J,PSART,48,I,189,89,100,5670,4670,194,2,D,1516,107,389
1120180501897,1,NULL,2018-05-01 19:45:00.000000,285,897,D,J,HGTOV,52,I,189,89,100,5670,4670,194,2,D,667,107,389
112018050123,1,NULL,2018-05-01 19:50:00.000000,285,23,D,J,HGTOV,52,D,189,89,100,5670,4670,194,NULL,D,31,107,389
1120180501373,1,NULL,2018-05-01 19:50:00.000000,285,373,D,J,HGTOV,52,I,189,89,100,5670,4670,194,2,D,1753,107,389
1120180501843,1,NULL,2018-05-01 19:55:00.000000,285,843,D,J,HGTOV,214,I,189,89,100,5670,4670,194,2,D,3001,107,389
112018050133,1,NULL,2018-05-01 19:55:00.000000,285,33,D,J,HGTOV,52,D,189,89,100,5670,4670,194,NULL,D,100,107,389
112018050145,1,NULL,2018-05-01 19:55:00.000000,285,45,D,J,HGTOV,225,D,189,89,100,5670,4670,194,NULL,D,65,107,389
1120180501751,1,NULL,2018-05-01 20:00:00.000000,285,751,D,J,HGTOV,52,I,189,89,100,5670,4670,194,2,D,1662,107,389
1120180518161,1,NULL,2018-05-18 11:30:00.000000,285,161,D,J,NULL,52,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,653,107,NULL
1120180501803,1,NULL,2018-05-01 20:00:00.000000,285,803,D,J,HGTOV,52,I,189,89,100,5670,4670,194,2,D,3190,107,389
1120180501113,1,NULL,2018-05-01 20:05:00.000000,285,113,D,J,HGTOV,48,I,189,89,100,5670,4670,194,2,D,1951,107,389
112018050185,1,NULL,2018-05-01 20:10:00.000000,285,85,D,J,HGTOV,225,D,189,89,100,5670,4670,194,NULL,D,114,107,389
1120180501611,1,NULL,2018-05-01 20:10:00.000000,285,611,D,J,HGTOV,52,I,189,89,100,5670,4670,194,2,D,1517,107,389
1120180501721,1,NULL,2018-05-01 20:15:00.000000,285,721,D,J,HGTOV,52,I,189,89,100,5670,4670,194,2,D,1405,107,389
112018050199,1,NULL,2018-05-01 20:25:00.000000,285,99,D,J,HGTOV,225,I,189,89,100,5670,4670,194,2,D,13,107,389
112018050181,1,NULL,2018-05-01 20:35:00.000000,285,81,D,J,HGTOV,214,D,189,89,100,5670,4670,194,NULL,D,112,107,389
1120180501307,1,NULL,2018-05-01 20:35:00.000000,285,307,D,J,HGTOV,52,I,189,89,100,5670,4670,194,2,D,1821,107,389
1120180501315,1,NULL,2018-05-01 20:35:00.000000,285,315,D,J,HGTOV,52,I,189,89,100,5670,4670,194,2,D,1854,107,389
112018050141,1,NULL,2018-05-01 20:40:00.000000,285,41,D,J,HGTOV,214,I,189,89,100,5670,4670,194,2,D,46,107,389
1120180501147,1,NULL,2018-05-01 20:40:00.000000,285,147,D,J,HGTOV,52,I,189,89,100,5670,4670,194,2,D,1769,107,389
1120180501925,1,NULL,2018-05-01 20:45:00.000000,285,925,D,J,HGTOV,214,I,189,89,100,5670,4670,194,2,D,3200,107,389
1120180501187,1,NULL,2018-05-01 20:45:00.000000,285,187,D,J,HGTOV,50,I,189,89,100,5670,4670,194,2,D,420,107,389
1120180501761,1,NULL,2018-05-01 20:55:00.000000,285,761,D,J,HGTOV,52,I,189,89,100,5670,4670,194,2,D,260,107,389
1120180501391,1,NULL,2018-05-01 20:55:00.000000,285,391,D,J,HGTOV,89,I,189,89,100,5670,4670,194,2,D,2384,107,389
1120180501387,1,NULL,2018-05-01 21:00:00.000000,285,387,D,J,HGTOV,89,I,189,89,100,5670,4670,194,2,D,279,107,389
1120180501601,1,NULL,2018-05-01 21:00:00.000000,285,601,D,J,HGTOV,52,I,189,89,100,5670,4670,194,3,D,2300,107,389
1120180501163,1,NULL,2018-05-01 21:05:00.000000,285,163,D,J,HGTOV,52,I,189,89,100,5670,4670,194,3,D,653,107,389
1120180501517,1,NULL,2018-05-01 21:10:00.000000,285,517,D,J,HGTOV,52,I,189,89,100,5670,4670,194,3,D,1758,107,389
