id,flight_id,flight_plan_id,name,end_date,start_date,count,color_id
76,1120180501373,1,Check In,2018-05-01 19:20:00.000000,2018-05-01 17:50:00.000000,1,2
77,1120180501843,1,Check In,2018-05-01 19:25:00.000000,2018-05-01 17:55:00.000000,1,2
78,112018050133,1,Check In,2018-05-01 19:25:00.000000,2018-05-01 17:55:00.000000,1,2
79,112018050145,1,Check In,2018-05-01 19:25:00.000000,2018-05-01 17:55:00.000000,1,2
80,1120180501751,1,Check In,2018-05-01 19:30:00.000000,2018-05-01 18:00:00.000000,1,2
81,1120180501803,1,Check In,2018-05-01 19:30:00.000000,2018-05-01 18:00:00.000000,1,2
82,1120180501113,1,Check In,2018-05-01 19:35:00.000000,2018-05-01 18:05:00.000000,1,2
83,112018050185,1,Check In,2018-05-01 19:40:00.000000,2018-05-01 18:10:00.000000,1,2
84,1120180501611,1,Check In,2018-05-01 19:40:00.000000,2018-05-01 18:10:00.000000,1,2
85,1120180501721,1,Check In,2018-05-01 19:45:00.000000,2018-05-01 18:15:00.000000,1,2
86,112018050199,1,Check In,2018-05-01 19:55:00.000000,2018-05-01 18:25:00.000000,1,2
87,112018050181,1,Check In,2018-05-01 20:05:00.000000,2018-05-01 18:35:00.000000,1,2
88,1120180501307,1,Check In,2018-05-01 20:05:00.000000,2018-05-01 18:35:00.000000,1,2
89,1120180501315,1,Check In,2018-05-01 20:05:00.000000,2018-05-01 18:35:00.000000,1,2
90,112018050141,1,Check In,2018-05-01 20:10:00.000000,2018-05-01 18:40:00.000000,1,2
91,1120180501147,1,Check In,2018-05-01 20:10:00.000000,2018-05-01 18:40:00.000000,1,2
92,1120180501925,1,Check In,2018-05-01 20:15:00.000000,2018-05-01 18:45:00.000000,1,2
93,1120180501187,1,Check In,2018-05-01 20:15:00.000000,2018-05-01 18:45:00.000000,1,2
94,1120180501761,1,Check In,2018-05-01 20:25:00.000000,2018-05-01 18:55:00.000000,1,2
95,1120180501391,1,Check In,2018-05-01 20:25:00.000000,2018-05-01 18:55:00.000000,1,2
96,1120180501387,1,Check In,2018-05-01 20:30:00.000000,2018-05-01 19:00:00.000000,1,2
97,1120180501601,1,Check In,2018-05-01 20:30:00.000000,2018-05-01 19:00:00.000000,1,2
98,1120180501163,1,Check In,2018-05-01 20:35:00.000000,2018-05-01 19:05:00.000000,1,2
99,1120180501517,1,Check In,2018-05-01 20:40:00.000000,2018-05-01 19:10:00.000000,1,2
100,2201805021653,1,Check In,2018-05-02 05:40:00.000000,2018-05-02 04:10:00.000000,1,2
101,2201805021753,1,Check In,2018-05-02 14:15:00.000000,2018-05-02 12:45:00.000000,1,2
102,320180502883,1,Check In,2018-05-02 13:55:00.000000,2018-05-02 12:25:00.000000,1,2
103,420180502401,1,Check In,2018-05-02 09:10:00.000000,2018-05-02 07:40:00.000000,1,2
104,420180502403,1,Check In,2018-05-02 14:40:00.000000,2018-05-02 13:10:00.000000,1,2
105,420180502405,1,Check In,2018-05-02 20:05:00.000000,2018-05-02 18:35:00.000000,1,2
106,1220180502201,1,Check In,2018-05-02 14:15:00.000000,2018-05-02 12:45:00.000000,1,2
107,620180502104,1,Check In,2018-05-02 22:35:00.000000,2018-05-02 21:05:00.000000,1,2
108,7201805021386,1,Check In,2018-05-02 13:30:00.000000,2018-05-02 12:00:00.000000,1,2
109,13201805022291,1,Check In,2018-05-02 15:50:00.000000,2018-05-02 14:20:00.000000,1,2
110,8201805022652,1,Check In,2018-05-02 11:40:00.000000,2018-05-02 10:10:00.000000,1,2
111,920180502458,1,Check In,2018-05-02 09:45:00.000000,2018-05-02 08:15:00.000000,1,2
112,920180502460,1,Check In,2018-05-02 20:50:00.000000,2018-05-02 19:20:00.000000,1,2
113,10201805027611,1,Check In,2018-05-02 02:35:00.000000,2018-05-02 01:05:00.000000,1,2
114,10201805027013,1,Check In,2018-05-02 04:05:00.000000,2018-05-02 02:35:00.000000,1,2
115,10201805027613,1,Check In,2018-05-02 04:45:00.000000,2018-05-02 03:15:00.000000,1,2
116,1020180502755,1,Check In,2018-05-02 08:35:00.000000,2018-05-02 07:05:00.000000,1,2
117,1020180502101,1,Check In,2018-05-02 09:10:00.000000,2018-05-02 07:40:00.000000,1,2
118,10201805027061,1,Check In,2018-05-02 12:10:00.000000,2018-05-02 10:40:00.000000,1,2
119,1020180502759,1,Check In,2018-05-02 14:10:00.000000,2018-05-02 12:40:00.000000,1,2
120,1020180502103,1,Check In,2018-05-02 14:30:00.000000,2018-05-02 13:00:00.000000,1,2
121,1020180502105,1,Check In,2018-05-02 17:30:00.000000,2018-05-02 16:00:00.000000,1,2
122,11201805026011,1,Check In,2018-05-02 03:20:00.000000,2018-05-02 01:50:00.000000,1,2
123,11201805027121,1,Check In,2018-05-02 03:30:00.000000,2018-05-02 02:00:00.000000,1,2
124,11201805025331,1,Check In,2018-05-02 05:15:00.000000,2018-05-02 03:45:00.000000,1,2
125,1120180502371,1,Check In,2018-05-02 05:50:00.000000,2018-05-02 04:20:00.000000,1,2
126,1120180502185,1,Check In,2018-05-02 08:50:00.000000,2018-05-02 07:20:00.000000,1,2
127,1120180502177,1,Check In,2018-05-02 08:55:00.000000,2018-05-02 07:25:00.000000,1,2
128,1120180502423,1,Check In,2018-05-02 08:55:00.000000,2018-05-02 07:25:00.000000,1,2
129,1120180502845,1,Check In,2018-05-02 08:55:00.000000,2018-05-02 07:25:00.000000,1,2
130,1120180502151,1,Check In,2018-05-02 09:00:00.000000,2018-05-02 07:30:00.000000,1,2
131,1120180502171,1,Check In,2018-05-02 09:00:00.000000,2018-05-02 07:30:00.000000,1,2
132,1120180502801,1,Check In,2018-05-02 09:00:00.000000,2018-05-02 07:30:00.000000,1,2
133,1120180502807,1,Check In,2018-05-02 09:15:00.000000,2018-05-02 07:45:00.000000,1,2
134,1120180502415,1,Check In,2018-05-02 09:15:00.000000,2018-05-02 07:45:00.000000,1,2
135,112018050257,1,Check In,2018-05-02 09:20:00.000000,2018-05-02 07:50:00.000000,1,2
136,1120180502101,1,Check In,2018-05-02 09:20:00.000000,2018-05-02 07:50:00.000000,1,2
137,1120180502127,1,Check In,2018-05-02 09:25:00.000000,2018-05-02 07:55:00.000000,1,2
138,1120180502775,1,Check In,2018-05-02 09:25:00.000000,2018-05-02 07:55:00.000000,1,2
139,1120180502991,1,Check In,2018-05-02 09:25:00.000000,2018-05-02 07:55:00.000000,1,2
140,1120180502111,1,Check In,2018-05-02 09:30:00.000000,2018-05-02 08:00:00.000000,1,2
141,1120180502305,1,Check In,2018-05-02 09:35:00.000000,2018-05-02 08:05:00.000000,1,2
142,1120180502341,1,Check In,2018-05-02 09:45:00.000000,2018-05-02 08:15:00.000000,1,2
143,1120180502889,1,Check In,2018-05-02 09:45:00.000000,2018-05-02 08:15:00.000000,1,2
144,112018050225,1,Check In,2018-05-02 09:55:00.000000,2018-05-02 08:25:00.000000,1,2
145,1120180502471,1,Check In,2018-05-02 10:00:00.000000,2018-05-02 08:30:00.000000,1,2
146,1120180502395,1,Check In,2018-05-02 10:00:00.000000,2018-05-02 08:30:00.000000,1,2
147,112018050249,1,Check In,2018-05-02 10:00:00.000000,2018-05-02 08:30:00.000000,1,2
148,112018050287,1,Check In,2018-05-02 10:05:00.000000,2018-05-02 08:35:00.000000,1,2
149,1120180502311,1,Check In,2018-05-02 10:10:00.000000,2018-05-02 08:40:00.000000,1,2
150,1120180502779,1,Check In,2018-05-02 10:10:00.000000,2018-05-02 08:40:00.000000,1,2
151,1120180502485,1,Check In,2018-05-02 10:15:00.000000,2018-05-02 08:45:00.000000,1,2
152,1120180502353,1,Check In,2018-05-02 10:20:00.000000,2018-05-02 08:50:00.000000,1,2
153,112018050279,1,Check In,2018-05-02 10:20:00.000000,2018-05-02 08:50:00.000000,1,2
154,1120180502411,1,Check In,2018-05-02 10:30:00.000000,2018-05-02 09:00:00.000000,1,2
155,1120180502401,1,Check In,2018-05-02 10:40:00.000000,2018-05-02 09:10:00.000000,1,2
156,1120180502287,1,Check In,2018-05-02 09:55:00.000000,2018-05-02 08:25:00.000000,1,2
157,1120180502161,1,Check In,2018-05-02 11:00:00.000000,2018-05-02 09:30:00.000000,1,2
158,1120180502231,1,Check In,2018-05-02 11:05:00.000000,2018-05-02 09:35:00.000000,1,2
159,1120180502515,1,Check In,2018-05-02 11:30:00.000000,2018-05-02 10:00:00.000000,1,2
160,1120180502713,1,Check In,2018-05-02 12:10:00.000000,2018-05-02 10:40:00.000000,1,2
161,11201805026013,1,Check In,2018-05-02 13:25:00.000000,2018-05-02 11:55:00.000000,1,2
162,1120180502813,1,Check In,2018-05-02 13:40:00.000000,2018-05-02 12:10:00.000000,1,2
163,112018050235,1,Check In,2018-05-02 14:55:00.000000,2018-05-02 13:25:00.000000,1,2
164,1120180502781,1,Check In,2018-05-02 18:30:00.000000,2018-05-02 17:00:00.000000,1,2
165,1120180502537,1,Check In,2018-05-02 18:45:00.000000,2018-05-02 17:15:00.000000,1,2
166,1120180502271,1,Check In,2018-05-02 18:55:00.000000,2018-05-02 17:25:00.000000,1,2
167,1120180502533,1,Check In,2018-05-02 18:55:00.000000,2018-05-02 17:25:00.000000,1,2
168,112018050285,1,Check In,2018-05-02 19:00:00.000000,2018-05-02 17:30:00.000000,1,2
169,1120180502129,1,Check In,2018-05-02 19:00:00.000000,2018-05-02 17:30:00.000000,1,2
170,1120180502715,1,Check In,2018-05-02 19:00:00.000000,2018-05-02 17:30:00.000000,1,2
171,1120180502777,1,Check In,2018-05-02 19:00:00.000000,2018-05-02 17:30:00.000000,1,2
172,112018050223,1,Check In,2018-05-02 19:05:00.000000,2018-05-02 17:35:00.000000,1,2
173,112018050255,1,Check In,2018-05-02 19:05:00.000000,2018-05-02 17:35:00.000000,1,2
174,112018050281,1,Check In,2018-05-02 19:05:00.000000,2018-05-02 17:35:00.000000,1,2
175,1120180502183,1,Check In,2018-05-02 19:05:00.000000,2018-05-02 17:35:00.000000,1,2
176,1120180502893,1,Check In,2018-05-02 19:10:00.000000,2018-05-02 17:40:00.000000,1,2
177,1120180502897,1,Check In,2018-05-02 19:15:00.000000,2018-05-02 17:45:00.000000,1,2
178,1120180502373,1,Check In,2018-05-02 19:20:00.000000,2018-05-02 17:50:00.000000,1,2
179,1120180502843,1,Check In,2018-05-02 19:25:00.000000,2018-05-02 17:55:00.000000,1,2
180,112018050233,1,Check In,2018-05-02 19:25:00.000000,2018-05-02 17:55:00.000000,1,2
181,112018050245,1,Check In,2018-05-02 19:25:00.000000,2018-05-02 17:55:00.000000,1,2
182,1120180502751,1,Check In,2018-05-02 19:30:00.000000,2018-05-02 18:00:00.000000,1,2
183,1120180502803,1,Check In,2018-05-02 19:30:00.000000,2018-05-02 18:00:00.000000,1,2
184,1120180502113,1,Check In,2018-05-02 19:35:00.000000,2018-05-02 18:05:00.000000,1,2
185,112018050271,1,Check In,2018-05-02 19:40:00.000000,2018-05-02 18:10:00.000000,1,2
186,1120180502343,1,Check In,2018-05-02 19:40:00.000000,2018-05-02 18:10:00.000000,1,2
187,1120180502611,1,Check In,2018-05-02 19:40:00.000000,2018-05-02 18:10:00.000000,1,2
188,1120180502721,1,Check In,2018-05-02 19:45:00.000000,2018-05-02 18:15:00.000000,1,2
189,112018050299,1,Check In,2018-05-02 19:55:00.000000,2018-05-02 18:25:00.000000,1,2
190,1120180502173,1,Check In,2018-05-02 20:00:00.000000,2018-05-02 18:30:00.000000,1,2
191,1120180502315,1,Check In,2018-05-02 20:05:00.000000,2018-05-02 18:35:00.000000,1,2
192,112018050241,1,Check In,2018-05-02 20:10:00.000000,2018-05-02 18:40:00.000000,1,2
193,1120180502945,1,Check In,2018-05-02 20:10:00.000000,2018-05-02 18:40:00.000000,1,2
194,1120180502925,1,Check In,2018-05-02 20:15:00.000000,2018-05-02 18:45:00.000000,1,2
195,1120180502187,1,Check In,2018-05-02 20:15:00.000000,2018-05-02 18:45:00.000000,1,2
196,1120180502601,1,Check In,2018-05-02 20:30:00.000000,2018-05-02 19:00:00.000000,1,2
197,1120180502517,1,Check In,2018-05-02 20:40:00.000000,2018-05-02 19:10:00.000000,1,2
198,2201805031653,1,Check In,2018-05-03 05:40:00.000000,2018-05-03 04:10:00.000000,1,2
199,2201805031753,1,Check In,2018-05-03 14:15:00.000000,2018-05-03 12:45:00.000000,1,2
200,320180503883,1,Check In,2018-05-03 13:55:00.000000,2018-05-03 12:25:00.000000,1,2
201,420180503401,1,Check In,2018-05-03 09:10:00.000000,2018-05-03 07:40:00.000000,1,2
202,420180503403,1,Check In,2018-05-03 14:40:00.000000,2018-05-03 13:10:00.000000,1,2
203,420180503405,1,Check In,2018-05-03 20:05:00.000000,2018-05-03 18:35:00.000000,1,2
204,620180503402,1,Check In,2018-05-03 21:35:00.000000,2018-05-03 20:05:00.000000,1,2
205,7201805031386,1,Check In,2018-05-03 13:30:00.000000,2018-05-03 12:00:00.000000,1,2
206,8201805032652,1,Check In,2018-05-03 11:40:00.000000,2018-05-03 10:10:00.000000,1,2
207,8201805032654,1,Check In,2018-05-03 22:25:00.000000,2018-05-03 20:55:00.000000,1,2
208,920180503458,1,Check In,2018-05-03 09:45:00.000000,2018-05-03 08:15:00.000000,1,2
209,920180503460,1,Check In,2018-05-03 20:50:00.000000,2018-05-03 19:20:00.000000,1,2
210,10201805037051,1,Check In,2018-05-03 04:10:00.000000,2018-05-03 02:40:00.000000,1,2
211,10201805037615,1,Check In,2018-05-03 06:45:00.000000,2018-05-03 05:15:00.000000,1,2
212,1020180503755,1,Check In,2018-05-03 08:35:00.000000,2018-05-03 07:05:00.000000,1,2
213,1020180503101,1,Check In,2018-05-03 09:10:00.000000,2018-05-03 07:40:00.000000,1,2
214,10201805037061,1,Check In,2018-05-03 14:00:00.000000,2018-05-03 12:30:00.000000,1,2
215,1020180503759,1,Check In,2018-05-03 14:10:00.000000,2018-05-03 12:40:00.000000,1,2
216,1020180503103,1,Check In,2018-05-03 14:30:00.000000,2018-05-03 13:00:00.000000,1,2
217,1020180503105,1,Check In,2018-05-03 17:30:00.000000,2018-05-03 16:00:00.000000,1,2
218,11201805036011,1,Check In,2018-05-03 03:20:00.000000,2018-05-03 01:50:00.000000,1,2
219,11201805035201,1,Check In,2018-05-03 03:30:00.000000,2018-05-03 02:00:00.000000,1,2
220,11201805035325,1,Check In,2018-05-03 04:00:00.000000,2018-05-03 02:30:00.000000,1,2
221,1120180503711,1,Check In,2018-05-03 06:10:00.000000,2018-05-03 04:40:00.000000,1,2
222,1120180503185,1,Check In,2018-05-03 08:50:00.000000,2018-05-03 07:20:00.000000,1,2
223,1120180503177,1,Check In,2018-05-03 08:55:00.000000,2018-05-03 07:25:00.000000,1,2
224,1120180503423,1,Check In,2018-05-03 08:55:00.000000,2018-05-03 07:25:00.000000,1,2
225,1120180503845,1,Check In,2018-05-03 08:55:00.000000,2018-05-03 07:25:00.000000,1,2
226,1120180503151,1,Check In,2018-05-03 09:00:00.000000,2018-05-03 07:30:00.000000,1,2
227,1120180503171,1,Check In,2018-05-03 09:00:00.000000,2018-05-03 07:30:00.000000,1,2
228,1120180503801,1,Check In,2018-05-03 09:00:00.000000,2018-05-03 07:30:00.000000,1,2
229,1120180503807,1,Check In,2018-05-03 09:15:00.000000,2018-05-03 07:45:00.000000,1,2
230,1120180503415,1,Check In,2018-05-03 09:15:00.000000,2018-05-03 07:45:00.000000,1,2
231,112018050357,1,Check In,2018-05-03 09:20:00.000000,2018-05-03 07:50:00.000000,1,2
232,1120180503101,1,Check In,2018-05-03 09:20:00.000000,2018-05-03 07:50:00.000000,1,2
233,1120180503127,1,Check In,2018-05-03 09:25:00.000000,2018-05-03 07:55:00.000000,1,2
234,1120180503775,1,Check In,2018-05-03 09:25:00.000000,2018-05-03 07:55:00.000000,1,2
235,1120180503991,1,Check In,2018-05-03 09:25:00.000000,2018-05-03 07:55:00.000000,1,2
236,1120180503111,1,Check In,2018-05-03 09:30:00.000000,2018-05-03 08:00:00.000000,1,2
237,1120180503305,1,Check In,2018-05-03 09:35:00.000000,2018-05-03 08:05:00.000000,1,2
238,1120180503341,1,Check In,2018-05-03 09:45:00.000000,2018-05-03 08:15:00.000000,1,2
239,1120180503889,1,Check In,2018-05-03 09:45:00.000000,2018-05-03 08:15:00.000000,1,2
240,112018050325,1,Check In,2018-05-03 09:55:00.000000,2018-05-03 08:25:00.000000,1,2
241,1120180503471,1,Check In,2018-05-03 10:00:00.000000,2018-05-03 08:30:00.000000,1,2
242,112018050349,1,Check In,2018-05-03 10:00:00.000000,2018-05-03 08:30:00.000000,1,2
243,112018050335,1,Check In,2018-05-03 10:05:00.000000,2018-05-03 08:35:00.000000,1,2
244,112018050387,1,Check In,2018-05-03 10:05:00.000000,2018-05-03 08:35:00.000000,1,2
245,1120180503311,1,Check In,2018-05-03 10:10:00.000000,2018-05-03 08:40:00.000000,1,2
246,1120180503485,1,Check In,2018-05-03 10:15:00.000000,2018-05-03 08:45:00.000000,1,2
247,1120180503353,1,Check In,2018-05-03 10:20:00.000000,2018-05-03 08:50:00.000000,1,2
248,1120180503613,1,Check In,2018-05-03 10:20:00.000000,2018-05-03 08:50:00.000000,1,2
249,112018050379,1,Check In,2018-05-03 10:20:00.000000,2018-05-03 08:50:00.000000,1,2
250,1120180503145,1,Check In,2018-05-03 10:25:00.000000,2018-05-03 08:55:00.000000,1,2
251,1120180503411,1,Check In,2018-05-03 10:30:00.000000,2018-05-03 09:00:00.000000,1,2
252,1120180503779,1,Check In,2018-05-03 10:30:00.000000,2018-05-03 09:00:00.000000,1,2
253,1120180503401,1,Check In,2018-05-03 10:40:00.000000,2018-05-03 09:10:00.000000,1,2
254,1120180503287,1,Check In,2018-05-03 09:55:00.000000,2018-05-03 08:25:00.000000,1,2
255,1120180503161,1,Check In,2018-05-03 11:00:00.000000,2018-05-03 09:30:00.000000,1,2
256,1120180503231,1,Check In,2018-05-03 11:05:00.000000,2018-05-03 09:35:00.000000,1,2
257,1120180503335,1,Check In,2018-05-03 11:30:00.000000,2018-05-03 10:00:00.000000,1,2
258,1120180503515,1,Check In,2018-05-03 11:30:00.000000,2018-05-03 10:00:00.000000,1,2
259,1120180503713,1,Check In,2018-05-03 12:10:00.000000,2018-05-03 10:40:00.000000,1,2
260,1120180503813,1,Check In,2018-05-03 13:40:00.000000,2018-05-03 12:10:00.000000,1,2
261,1120180503781,1,Check In,2018-05-03 18:30:00.000000,2018-05-03 17:00:00.000000,1,2
262,1120180503537,1,Check In,2018-05-03 18:45:00.000000,2018-05-03 17:15:00.000000,1,2
263,1120180503533,1,Check In,2018-05-03 18:55:00.000000,2018-05-03 17:25:00.000000,1,2
264,112018050371,1,Check In,2018-05-03 19:00:00.000000,2018-05-03 17:30:00.000000,1,2
265,112018050385,1,Check In,2018-05-03 19:00:00.000000,2018-05-03 17:30:00.000000,1,2
266,1120180503129,1,Check In,2018-05-03 19:00:00.000000,2018-05-03 17:30:00.000000,1,2
267,1120180503715,1,Check In,2018-05-03 19:00:00.000000,2018-05-03 17:30:00.000000,1,2
268,1120180503777,1,Check In,2018-05-03 19:00:00.000000,2018-05-03 17:30:00.000000,1,2
269,112018050323,1,Check In,2018-05-03 19:05:00.000000,2018-05-03 17:35:00.000000,1,2
270,112018050355,1,Check In,2018-05-03 19:05:00.000000,2018-05-03 17:35:00.000000,1,2
271,1120180503183,1,Check In,2018-05-03 19:05:00.000000,2018-05-03 17:35:00.000000,1,2
272,1120180503893,1,Check In,2018-05-03 19:10:00.000000,2018-05-03 17:40:00.000000,1,2
273,1120180503897,1,Check In,2018-05-03 19:15:00.000000,2018-05-03 17:45:00.000000,1,2
274,1120180503843,1,Check In,2018-05-03 19:25:00.000000,2018-05-03 17:55:00.000000,1,2
275,112018050333,1,Check In,2018-05-03 19:25:00.000000,2018-05-03 17:55:00.000000,1,2
276,112018050345,1,Check In,2018-05-03 19:25:00.000000,2018-05-03 17:55:00.000000,1,2
277,1120180503803,1,Check In,2018-05-03 19:30:00.000000,2018-05-03 18:00:00.000000,1,2
278,1120180503751,1,Check In,2018-05-03 19:30:00.000000,2018-05-03 18:00:00.000000,1,2
279,1120180503113,1,Check In,2018-05-03 19:35:00.000000,2018-05-03 18:05:00.000000,1,2
280,1120180503307,1,Check In,2018-05-03 19:35:00.000000,2018-05-03 18:05:00.000000,1,2
