id, flight_id, flight_plan_id, start_date, end_date
43,420180504402,1,2018-05-04 14:40:00.000000,2018-05-04 15:10:00.000000
44,420180504404,1,2018-05-04 20:05:00.000000,2018-05-04 20:35:00.000000
45,1420180504934,1,2018-05-04 01:40:00.000000,2018-05-04 05:00:00.000000
46,620180504405,1,2018-05-04 12:30:00.000000,2018-05-04 13:30:00.000000
47,620180504103,1,2018-05-04 22:05:00.000000,2018-05-04 23:05:00.000000
48,7201805041385,1,2018-05-04 13:15:00.000000,2018-05-04 14:00:00.000000
49,13201805042290,1,2018-05-04 15:30:00.000000,2018-05-04 16:20:00.000000
50,8201805042651,1,2018-05-04 09:20:00.000000,2018-05-04 10:25:00.000000
51,920180504457,1,2018-05-04 08:50:00.000000,2018-05-04 10:15:00.000000
52,9201805041255,1,2018-05-04 13:50:00.000000,2018-05-04 15:20:00.000000
53,920180504459,1,2018-05-04 19:50:00.000000,2018-05-04 21:20:00.000000
54,120180505966,1,2018-05-05 02:15:00.000000,2018-05-05 03:15:00.000000
55,2201805051652,1,2018-05-05 00:40:00.000000,2018-05-05 06:10:00.000000
56,2201805051752,1,2018-05-05 13:55:00.000000,2018-05-05 14:45:00.000000
57,320180505882,1,2018-05-05 13:35:00.000000,2018-05-05 14:25:00.000000
58,420180505400,1,2018-05-05 09:10:00.000000,2018-05-05 09:40:00.000000
59,420180505402,1,2018-05-05 14:40:00.000000,2018-05-05 15:10:00.000000
60,1420180505934,1,2018-05-05 01:40:00.000000,2018-05-05 05:00:00.000000
61,620180505401,1,2018-05-05 21:05:00.000000,2018-05-05 22:05:00.000000
62,7201805051385,1,2018-05-05 13:15:00.000000,2018-05-05 14:00:00.000000
63,920180505457,1,2018-05-05 08:50:00.000000,2018-05-05 10:15:00.000000
64,920180505459,1,2018-05-05 19:50:00.000000,2018-05-05 21:20:00.000000
65,2201805061652,1,2018-05-06 00:40:00.000000,2018-05-06 06:10:00.000000
66,2201805061752,1,2018-05-06 13:55:00.000000,2018-05-06 14:45:00.000000
67,320180506882,1,2018-05-06 13:35:00.000000,2018-05-06 14:25:00.000000
68,420180506402,1,2018-05-06 14:40:00.000000,2018-05-06 15:10:00.000000
69,420180506404,1,2018-05-06 20:05:00.000000,2018-05-06 20:35:00.000000
70,1220180506200,1,2018-05-06 12:15:00.000000,2018-05-06 13:15:00.000000
71,620180506401,1,2018-05-06 21:05:00.000000,2018-05-06 22:05:00.000000
72,7201805061385,1,2018-05-06 13:15:00.000000,2018-05-06 14:00:00.000000
73,13201805062290,1,2018-05-06 13:20:00.000000,2018-05-06 14:05:00.000000
74,8201805062651,1,2018-05-06 11:00:00.000000,2018-05-06 12:10:00.000000
75,8201805062653,1,2018-05-06 21:45:00.000000,2018-05-06 22:55:00.000000
76,920180506457,1,2018-05-06 08:50:00.000000,2018-05-06 10:15:00.000000
77,9201805061255,1,2018-05-06 13:50:00.000000,2018-05-06 15:20:00.000000
78,920180506459,1,2018-05-06 19:50:00.000000,2018-05-06 21:20:00.000000
79,2201805071652,1,2018-05-07 00:40:00.000000,2018-05-07 06:10:00.000000
80,2201805071752,1,2018-05-07 13:55:00.000000,2018-05-07 14:45:00.000000
81,320180507882,1,2018-05-07 13:35:00.000000,2018-05-07 14:25:00.000000
82,420180507400,1,2018-05-07 09:10:00.000000,2018-05-07 09:40:00.000000
83,420180507402,1,2018-05-07 14:40:00.000000,2018-05-07 15:10:00.000000
84,420180507404,1,2018-05-07 20:05:00.000000,2018-05-07 20:35:00.000000
85,1420180507934,1,2018-05-07 01:40:00.000000,2018-05-07 05:00:00.000000
86,620180507103,1,2018-05-07 22:05:00.000000,2018-05-07 23:05:00.000000
87,7201805071385,1,2018-05-07 13:15:00.000000,2018-05-07 14:00:00.000000
88,13201805072290,1,2018-05-07 15:30:00.000000,2018-05-07 16:20:00.000000
89,8201805072651,1,2018-05-07 11:00:00.000000,2018-05-07 12:10:00.000000
90,8201805072653,1,2018-05-07 21:45:00.000000,2018-05-07 22:55:00.000000
91,920180507457,1,2018-05-07 08:50:00.000000,2018-05-07 10:15:00.000000
92,920180507459,1,2018-05-07 19:50:00.000000,2018-05-07 21:20:00.000000
93,120180508966,1,2018-05-08 02:15:00.000000,2018-05-08 03:15:00.000000
94,2201805081652,1,2018-05-08 00:40:00.000000,2018-05-08 06:10:00.000000
95,2201805081752,1,2018-05-08 13:55:00.000000,2018-05-08 14:45:00.000000
96,320180508882,1,2018-05-08 13:35:00.000000,2018-05-08 14:25:00.000000
97,420180508400,1,2018-05-08 09:10:00.000000,2018-05-08 09:40:00.000000
98,420180508402,1,2018-05-08 14:40:00.000000,2018-05-08 15:10:00.000000
99,420180508404,1,2018-05-08 20:05:00.000000,2018-05-08 20:35:00.000000
100,520180508295,1,2018-05-08 14:40:00.000000,2018-05-08 16:00:00.000000
101,620180508401,1,2018-05-08 21:05:00.000000,2018-05-08 22:05:00.000000
102,7201805081385,1,2018-05-08 13:15:00.000000,2018-05-08 14:00:00.000000
103,8201805082651,1,2018-05-08 11:00:00.000000,2018-05-08 12:10:00.000000
104,8201805082653,1,2018-05-08 21:45:00.000000,2018-05-08 22:55:00.000000
105,920180508457,1,2018-05-08 09:25:00.000000,2018-05-08 10:55:00.000000
106,920180508459,1,2018-05-08 19:50:00.000000,2018-05-08 21:20:00.000000
107,2201805091652,1,2018-05-09 00:40:00.000000,2018-05-09 06:10:00.000000
108,2201805091752,1,2018-05-09 13:55:00.000000,2018-05-09 14:45:00.000000
109,320180509882,1,2018-05-09 13:35:00.000000,2018-05-09 14:25:00.000000
110,420180509400,1,2018-05-09 09:10:00.000000,2018-05-09 09:40:00.000000
111,420180509402,1,2018-05-09 14:40:00.000000,2018-05-09 15:10:00.000000
112,420180509404,1,2018-05-09 20:05:00.000000,2018-05-09 20:35:00.000000
113,1220180509200,1,2018-05-09 13:45:00.000000,2018-05-09 14:45:00.000000
114,620180509401,1,2018-05-09 21:05:00.000000,2018-05-09 22:05:00.000000
115,620180509103,1,2018-05-09 22:05:00.000000,2018-05-09 23:05:00.000000
116,7201805091385,1,2018-05-09 13:15:00.000000,2018-05-09 14:00:00.000000
117,13201805092290,1,2018-05-09 15:30:00.000000,2018-05-09 16:20:00.000000
118,8201805092651,1,2018-05-09 11:00:00.000000,2018-05-09 12:10:00.000000
119,8201805092653,1,2018-05-09 21:45:00.000000,2018-05-09 22:55:00.000000
120,920180509457,1,2018-05-09 08:50:00.000000,2018-05-09 10:15:00.000000
121,920180509459,1,2018-05-09 19:50:00.000000,2018-05-09 21:20:00.000000
122,2201805101652,1,2018-05-10 00:40:00.000000,2018-05-10 06:10:00.000000
123,2201805101752,1,2018-05-10 13:55:00.000000,2018-05-10 14:45:00.000000
124,320180510882,1,2018-05-10 13:35:00.000000,2018-05-10 14:25:00.000000
125,420180510400,1,2018-05-10 09:10:00.000000,2018-05-10 09:40:00.000000
126,420180510402,1,2018-05-10 14:40:00.000000,2018-05-10 15:10:00.000000
127,420180510404,1,2018-05-10 20:05:00.000000,2018-05-10 20:35:00.000000
128,620180510401,1,2018-05-10 21:05:00.000000,2018-05-10 22:05:00.000000
129,7201805101385,1,2018-05-10 13:15:00.000000,2018-05-10 14:00:00.000000
130,8201805102651,1,2018-05-10 11:00:00.000000,2018-05-10 12:10:00.000000
131,8201805102653,1,2018-05-10 21:45:00.000000,2018-05-10 22:55:00.000000
132,920180510457,1,2018-05-10 08:50:00.000000,2018-05-10 10:15:00.000000
133,920180510459,1,2018-05-10 19:50:00.000000,2018-05-10 21:20:00.000000
134,2201805111652,1,2018-05-11 00:40:00.000000,2018-05-11 06:10:00.000000
135,2201805111752,1,2018-05-11 13:55:00.000000,2018-05-11 14:45:00.000000
136,320180511882,1,2018-05-11 13:35:00.000000,2018-05-11 14:25:00.000000
137,420180511400,1,2018-05-11 09:10:00.000000,2018-05-11 09:40:00.000000
138,420180511402,1,2018-05-11 14:40:00.000000,2018-05-11 15:10:00.000000
139,420180511404,1,2018-05-11 20:05:00.000000,2018-05-11 20:35:00.000000
140,1420180511934,1,2018-05-11 01:40:00.000000,2018-05-11 05:00:00.000000
141,620180511103,1,2018-05-11 22:05:00.000000,2018-05-11 23:05:00.000000
142,7201805111385,1,2018-05-11 13:15:00.000000,2018-05-11 14:00:00.000000
143,13201805112290,1,2018-05-11 15:30:00.000000,2018-05-11 16:20:00.000000
144,8201805112651,1,2018-05-11 09:20:00.000000,2018-05-11 10:25:00.000000
145,920180511457,1,2018-05-11 08:50:00.000000,2018-05-11 10:15:00.000000
146,9201805111255,1,2018-05-11 13:50:00.000000,2018-05-11 15:20:00.000000
147,920180511459,1,2018-05-11 19:50:00.000000,2018-05-11 21:20:00.000000
148,120180512966,1,2018-05-12 02:15:00.000000,2018-05-12 03:15:00.000000
149,2201805121652,1,2018-05-12 00:40:00.000000,2018-05-12 06:10:00.000000
150,2201805121752,1,2018-05-12 13:55:00.000000,2018-05-12 14:45:00.000000
151,320180512882,1,2018-05-12 13:35:00.000000,2018-05-12 14:25:00.000000
152,420180512400,1,2018-05-12 09:10:00.000000,2018-05-12 09:40:00.000000
153,420180512402,1,2018-05-12 14:40:00.000000,2018-05-12 15:10:00.000000
154,1420180512934,1,2018-05-12 01:40:00.000000,2018-05-12 05:00:00.000000
155,620180512401,1,2018-05-12 21:05:00.000000,2018-05-12 22:05:00.000000
156,7201805121385,1,2018-05-12 13:15:00.000000,2018-05-12 14:00:00.000000
157,920180512457,1,2018-05-12 08:50:00.000000,2018-05-12 10:15:00.000000
158,920180512459,1,2018-05-12 19:50:00.000000,2018-05-12 21:20:00.000000
159,2201805131652,1,2018-05-13 00:40:00.000000,2018-05-13 06:10:00.000000
160,2201805131752,1,2018-05-13 13:55:00.000000,2018-05-13 14:45:00.000000
161,320180513882,1,2018-05-13 13:35:00.000000,2018-05-13 14:25:00.000000
162,420180513402,1,2018-05-13 14:40:00.000000,2018-05-13 15:10:00.000000
163,420180513404,1,2018-05-13 20:05:00.000000,2018-05-13 20:35:00.000000
164,1220180513200,1,2018-05-13 12:15:00.000000,2018-05-13 13:15:00.000000
165,620180513401,1,2018-05-13 21:05:00.000000,2018-05-13 22:05:00.000000
166,7201805131385,1,2018-05-13 13:15:00.000000,2018-05-13 14:00:00.000000
167,13201805132290,1,2018-05-13 13:20:00.000000,2018-05-13 14:05:00.000000
168,8201805132651,1,2018-05-13 11:00:00.000000,2018-05-13 12:10:00.000000
169,8201805132653,1,2018-05-13 21:45:00.000000,2018-05-13 22:55:00.000000
170,920180513457,1,2018-05-13 08:50:00.000000,2018-05-13 10:15:00.000000
171,9201805131255,1,2018-05-13 13:50:00.000000,2018-05-13 15:20:00.000000
172,920180513459,1,2018-05-13 19:50:00.000000,2018-05-13 21:20:00.000000
173,2201805141652,1,2018-05-14 00:40:00.000000,2018-05-14 06:10:00.000000
174,2201805141752,1,2018-05-14 13:55:00.000000,2018-05-14 14:45:00.000000
175,320180514882,1,2018-05-14 13:35:00.000000,2018-05-14 14:25:00.000000
176,420180514400,1,2018-05-14 09:10:00.000000,2018-05-14 09:40:00.000000
177,420180514402,1,2018-05-14 14:40:00.000000,2018-05-14 15:10:00.000000
178,420180514404,1,2018-05-14 20:05:00.000000,2018-05-14 20:35:00.000000
179,1420180514934,1,2018-05-14 01:40:00.000000,2018-05-14 05:00:00.000000
180,620180514405,1,2018-05-14 12:30:00.000000,2018-05-14 13:30:00.000000
181,620180514103,1,2018-05-14 22:05:00.000000,2018-05-14 23:05:00.000000
182,7201805141385,1,2018-05-14 13:15:00.000000,2018-05-14 14:00:00.000000
183,13201805142290,1,2018-05-14 15:30:00.000000,2018-05-14 16:20:00.000000
184,8201805142651,1,2018-05-14 11:00:00.000000,2018-05-14 12:10:00.000000
185,920180514457,1,2018-05-14 08:50:00.000000,2018-05-14 10:15:00.000000
186,920180514459,1,2018-05-14 19:50:00.000000,2018-05-14 21:20:00.000000
187,120180515966,1,2018-05-15 02:15:00.000000,2018-05-15 03:15:00.000000
188,2201805151652,1,2018-05-15 00:40:00.000000,2018-05-15 06:10:00.000000
189,2201805151752,1,2018-05-15 13:55:00.000000,2018-05-15 14:45:00.000000
190,320180515882,1,2018-05-15 13:35:00.000000,2018-05-15 14:25:00.000000
191,420180515400,1,2018-05-15 09:10:00.000000,2018-05-15 09:40:00.000000
192,420180515402,1,2018-05-15 14:40:00.000000,2018-05-15 15:10:00.000000
193,420180515404,1,2018-05-15 20:05:00.000000,2018-05-15 20:35:00.000000
194,520180515295,1,2018-05-15 14:40:00.000000,2018-05-15 16:00:00.000000
195,620180515401,1,2018-05-15 21:05:00.000000,2018-05-15 22:05:00.000000
196,7201805151385,1,2018-05-15 13:15:00.000000,2018-05-15 14:00:00.000000
197,8201805152651,1,2018-05-15 11:00:00.000000,2018-05-15 12:10:00.000000
198,8201805152653,1,2018-05-15 21:45:00.000000,2018-05-15 22:55:00.000000
199,920180515457,1,2018-05-15 09:25:00.000000,2018-05-15 10:55:00.000000
200,920180515459,1,2018-05-15 19:50:00.000000,2018-05-15 21:20:00.000000
201,2201805161652,1,2018-05-16 00:40:00.000000,2018-05-16 06:10:00.000000
202,2201805161752,1,2018-05-16 13:55:00.000000,2018-05-16 14:45:00.000000
203,320180516882,1,2018-05-16 13:35:00.000000,2018-05-16 14:25:00.000000
204,420180516400,1,2018-05-16 09:10:00.000000,2018-05-16 09:40:00.000000
205,420180516402,1,2018-05-16 14:40:00.000000,2018-05-16 15:10:00.000000
206,420180516404,1,2018-05-16 20:05:00.000000,2018-05-16 20:35:00.000000
207,1220180516200,1,2018-05-16 13:45:00.000000,2018-05-16 14:45:00.000000
208,620180516103,1,2018-05-16 22:05:00.000000,2018-05-16 23:05:00.000000
209,7201805161385,1,2018-05-16 13:15:00.000000,2018-05-16 14:00:00.000000
210,13201805162290,1,2018-05-16 15:30:00.000000,2018-05-16 16:20:00.000000
211,8201805162651,1,2018-05-16 11:00:00.000000,2018-05-16 12:10:00.000000
212,8201805162653,1,2018-05-16 21:45:00.000000,2018-05-16 22:55:00.000000
213,920180516457,1,2018-05-16 08:50:00.000000,2018-05-16 10:15:00.000000
214,920180516459,1,2018-05-16 19:50:00.000000,2018-05-16 21:20:00.000000
215,2201805171652,1,2018-05-17 00:40:00.000000,2018-05-17 06:10:00.000000
216,2201805171752,1,2018-05-17 13:55:00.000000,2018-05-17 14:45:00.000000
217,320180517882,1,2018-05-17 13:35:00.000000,2018-05-17 14:25:00.000000
218,420180517400,1,2018-05-17 09:10:00.000000,2018-05-17 09:40:00.000000
219,420180517402,1,2018-05-17 14:40:00.000000,2018-05-17 15:10:00.000000
220,420180517404,1,2018-05-17 20:05:00.000000,2018-05-17 20:35:00.000000
221,620180517401,1,2018-05-17 21:05:00.000000,2018-05-17 22:05:00.000000
222,7201805171385,1,2018-05-17 13:15:00.000000,2018-05-17 14:00:00.000000
223,8201805172651,1,2018-05-17 11:00:00.000000,2018-05-17 12:10:00.000000
224,8201805172653,1,2018-05-17 21:45:00.000000,2018-05-17 22:55:00.000000
225,920180517457,1,2018-05-17 08:50:00.000000,2018-05-17 10:15:00.000000
226,920180517459,1,2018-05-17 19:50:00.000000,2018-05-17 21:20:00.000000
227,2201805181652,1,2018-05-18 00:40:00.000000,2018-05-18 06:10:00.000000
228,320180518882,1,2018-05-18 13:35:00.000000,2018-05-18 14:25:00.000000
229,420180518400,1,2018-05-18 09:10:00.000000,2018-05-18 09:40:00.000000
230,420180518402,1,2018-05-18 14:40:00.000000,2018-05-18 15:10:00.000000
231,420180518404,1,2018-05-18 20:05:00.000000,2018-05-18 20:35:00.000000
232,1420180518934,1,2018-05-18 01:40:00.000000,2018-05-18 05:00:00.000000
233,620180518103,1,2018-05-18 22:05:00.000000,2018-05-18 23:05:00.000000
234,7201805181385,1,2018-05-18 13:15:00.000000,2018-05-18 14:00:00.000000
235,13201805182290,1,2018-05-18 15:30:00.000000,2018-05-18 16:20:00.000000
236,8201805182651,1,2018-05-18 09:20:00.000000,2018-05-18 10:25:00.000000
237,920180518457,1,2018-05-18 08:50:00.000000,2018-05-18 10:15:00.000000
238,9201805181255,1,2018-05-18 13:50:00.000000,2018-05-18 15:20:00.000000
239,920180518459,1,2018-05-18 19:50:00.000000,2018-05-18 21:20:00.000000
240,120180519966,1,2018-05-19 02:15:00.000000,2018-05-19 03:15:00.000000
241,2201805191652,1,2018-05-19 00:40:00.000000,2018-05-19 06:10:00.000000
242,2201805191752,1,2018-05-19 13:55:00.000000,2018-05-19 14:45:00.000000
243,320180519882,1,2018-05-19 13:35:00.000000,2018-05-19 14:25:00.000000
244,420180519400,1,2018-05-19 09:10:00.000000,2018-05-19 09:40:00.000000
245,420180519402,1,2018-05-19 14:40:00.000000,2018-05-19 15:10:00.000000
246,1420180519934,1,2018-05-19 01:40:00.000000,2018-05-19 05:00:00.000000
247,620180519401,1,2018-05-19 21:05:00.000000,2018-05-19 22:05:00.000000
248,7201805191385,1,2018-05-19 13:15:00.000000,2018-05-19 14:00:00.000000
249,920180519457,1,2018-05-19 08:50:00.000000,2018-05-19 10:15:00.000000
250,920180519459,1,2018-05-19 19:50:00.000000,2018-05-19 21:20:00.000000
251,2201805201652,1,2018-05-20 00:40:00.000000,2018-05-20 06:10:00.000000
252,2201805201752,1,2018-05-20 13:55:00.000000,2018-05-20 14:45:00.000000
253,320180520882,1,2018-05-20 13:35:00.000000,2018-05-20 14:25:00.000000
254,420180520402,1,2018-05-20 14:40:00.000000,2018-05-20 15:10:00.000000
255,420180520404,1,2018-05-20 20:05:00.000000,2018-05-20 20:35:00.000000
256,1220180520200,1,2018-05-20 12:15:00.000000,2018-05-20 13:15:00.000000
257,620180520401,1,2018-05-20 21:05:00.000000,2018-05-20 22:05:00.000000
258,7201805201385,1,2018-05-20 13:15:00.000000,2018-05-20 14:00:00.000000
259,13201805202290,1,2018-05-20 13:20:00.000000,2018-05-20 14:05:00.000000
260,920180520457,1,2018-05-20 08:50:00.000000,2018-05-20 10:15:00.000000
261,9201805201255,1,2018-05-20 13:50:00.000000,2018-05-20 15:20:00.000000
262,920180520459,1,2018-05-20 19:50:00.000000,2018-05-20 21:20:00.000000
263,2201805211652,1,2018-05-21 00:40:00.000000,2018-05-21 06:10:00.000000
264,2201805211752,1,2018-05-21 13:55:00.000000,2018-05-21 14:45:00.000000
265,320180521882,1,2018-05-21 13:35:00.000000,2018-05-21 14:25:00.000000
266,420180521400,1,2018-05-21 09:10:00.000000,2018-05-21 09:40:00.000000
267,420180521402,1,2018-05-21 14:40:00.000000,2018-05-21 15:10:00.000000
268,420180521404,1,2018-05-21 20:05:00.000000,2018-05-21 20:35:00.000000
269,1420180521934,1,2018-05-21 01:40:00.000000,2018-05-21 05:00:00.000000
270,620180521405,1,2018-05-21 12:30:00.000000,2018-05-21 13:30:00.000000
271,620180521103,1,2018-05-21 22:05:00.000000,2018-05-21 23:05:00.000000
272,7201805211385,1,2018-05-21 13:15:00.000000,2018-05-21 14:00:00.000000
273,13201805212290,1,2018-05-21 15:30:00.000000,2018-05-21 16:20:00.000000
274,8201805212651,1,2018-05-21 11:00:00.000000,2018-05-21 12:10:00.000000
275,8201805212653,1,2018-05-21 21:45:00.000000,2018-05-21 22:55:00.000000
276,920180521457,1,2018-05-21 08:50:00.000000,2018-05-21 10:15:00.000000
277,920180521459,1,2018-05-21 19:50:00.000000,2018-05-21 21:20:00.000000
278,120180522966,1,2018-05-22 02:15:00.000000,2018-05-22 03:15:00.000000
279,2201805221652,1,2018-05-22 00:40:00.000000,2018-05-22 06:10:00.000000
280,2201805221752,1,2018-05-22 13:55:00.000000,2018-05-22 14:45:00.000000
281,320180522882,1,2018-05-22 13:35:00.000000,2018-05-22 14:25:00.000000
282,420180522400,1,2018-05-22 09:10:00.000000,2018-05-22 09:40:00.000000
283,420180522402,1,2018-05-22 14:40:00.000000,2018-05-22 15:10:00.000000
284,420180522404,1,2018-05-22 20:05:00.000000,2018-05-22 20:35:00.000000
285,520180522295,1,2018-05-22 14:40:00.000000,2018-05-22 16:00:00.000000
286,7201805221385,1,2018-05-22 13:15:00.000000,2018-05-22 14:00:00.000000
287,8201805222651,1,2018-05-22 11:00:00.000000,2018-05-22 12:10:00.000000
288,8201805222653,1,2018-05-22 21:45:00.000000,2018-05-22 22:55:00.000000
289,920180522457,1,2018-05-22 09:25:00.000000,2018-05-22 10:55:00.000000
290,920180522459,1,2018-05-22 19:50:00.000000,2018-05-22 21:20:00.000000
291,2201805231752,1,2018-05-23 13:55:00.000000,2018-05-23 14:45:00.000000
292,320180523882,1,2018-05-23 13:35:00.000000,2018-05-23 14:25:00.000000
293,420180523400,1,2018-05-23 09:10:00.000000,2018-05-23 09:40:00.000000
294,420180523402,1,2018-05-23 14:40:00.000000,2018-05-23 15:10:00.000000
295,420180523404,1,2018-05-23 20:05:00.000000,2018-05-23 20:35:00.000000
296,1220180523200,1,2018-05-23 13:45:00.000000,2018-05-23 14:45:00.000000
297,620180523401,1,2018-05-23 21:05:00.000000,2018-05-23 22:05:00.000000
298,7201805231385,1,2018-05-23 13:15:00.000000,2018-05-23 14:00:00.000000
299,13201805232290,1,2018-05-23 15:30:00.000000,2018-05-23 16:20:00.000000
300,8201805232651,1,2018-05-23 11:00:00.000000,2018-05-23 12:10:00.000000
301,8201805232653,1,2018-05-23 21:45:00.000000,2018-05-23 22:55:00.000000
302,920180523457,1,2018-05-23 08:50:00.000000,2018-05-23 10:15:00.000000
303,920180523459,1,2018-05-23 19:50:00.000000,2018-05-23 21:20:00.000000
304,2201805241752,1,2018-05-24 13:55:00.000000,2018-05-24 14:45:00.000000
305,320180524882,1,2018-05-24 13:35:00.000000,2018-05-24 14:25:00.000000
306,420180524400,1,2018-05-24 09:10:00.000000,2018-05-24 09:40:00.000000
307,420180524402,1,2018-05-24 14:40:00.000000,2018-05-24 15:10:00.000000
308,420180524404,1,2018-05-24 20:05:00.000000,2018-05-24 20:35:00.000000
309,620180524101,1,2018-05-24 11:35:00.000000,2018-05-24 12:35:00.000000
310,7201805241385,1,2018-05-24 13:15:00.000000,2018-05-24 14:00:00.000000
311,8201805242651,1,2018-05-24 11:00:00.000000,2018-05-24 12:10:00.000000
312,8201805242653,1,2018-05-24 21:45:00.000000,2018-05-24 22:55:00.000000
313,920180524457,1,2018-05-24 08:50:00.000000,2018-05-24 10:15:00.000000
314,920180524459,1,2018-05-24 19:50:00.000000,2018-05-24 21:20:00.000000
315,2201805251652,1,2018-05-25 00:40:00.000000,2018-05-25 06:10:00.000000
316,2201805251752,1,2018-05-25 13:55:00.000000,2018-05-25 14:45:00.000000
317,320180525882,1,2018-05-25 13:35:00.000000,2018-05-25 14:25:00.000000
318,420180525400,1,2018-05-25 09:10:00.000000,2018-05-25 09:40:00.000000
319,420180525402,1,2018-05-25 14:40:00.000000,2018-05-25 15:10:00.000000
320,420180525404,1,2018-05-25 20:05:00.000000,2018-05-25 20:35:00.000000
321,1220180525200,1,2018-05-25 12:45:00.000000,2018-05-25 13:45:00.000000
322,1420180525934,1,2018-05-25 01:40:00.000000,2018-05-25 05:00:00.000000
323,620180525405,1,2018-05-25 12:30:00.000000,2018-05-25 13:30:00.000000
324,620180525103,1,2018-05-25 22:05:00.000000,2018-05-25 23:05:00.000000
325,7201805251385,1,2018-05-25 13:15:00.000000,2018-05-25 14:00:00.000000
326,13201805252290,1,2018-05-25 15:30:00.000000,2018-05-25 16:20:00.000000
327,8201805252651,1,2018-05-25 09:20:00.000000,2018-05-25 10:25:00.000000
328,920180525457,1,2018-05-25 08:50:00.000000,2018-05-25 10:15:00.000000
329,9201805251255,1,2018-05-25 13:50:00.000000,2018-05-25 15:20:00.000000
330,920180525459,1,2018-05-25 19:50:00.000000,2018-05-25 21:20:00.000000
331,120180526966,1,2018-05-26 02:15:00.000000,2018-05-26 03:15:00.000000
332,2201805261652,1,2018-05-26 00:40:00.000000,2018-05-26 06:10:00.000000
333,2201805261752,1,2018-05-26 13:55:00.000000,2018-05-26 14:45:00.000000
334,320180526882,1,2018-05-26 13:35:00.000000,2018-05-26 14:25:00.000000
335,420180526400,1,2018-05-26 09:10:00.000000,2018-05-26 09:40:00.000000
336,420180526402,1,2018-05-26 14:40:00.000000,2018-05-26 15:10:00.000000
